Unnamed: 0,adverse weather,capsized,coastal isolation,collision,discharge of contaminated water,disruption,drifting,drunken driving,engine damage,engine failure,exceeding capacity,explosion,fire,flooding,inspection,maritime safety threat,mechanical defects,minor contact,missing,nuclear,nuclear power plants,oil spill,overloading,overturning,prevention,radiation,rescue,safety measures,search and rescue operations,seizure,steering system damage,stranded,violating crew standards,war,injured,deaths,Overall Severity,Severity Level
Article 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748063,0,0,0,0.006051859,0.005977914,0,0,0,0,0,0,0.004865643,0,0,0,0,0,0,,,0.036189621,low
Article 2,0.00838922,0,0,0,0,0,0.023824961,0.0162326,0,0,0,0,0,0.025879272,0,0.048848227,0,0,0,0,0,0.127069287,0,0,0,0,0,0.0108877,0,0,0,0,0,0,,,0.854495767,high
Article 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001248296,0,0,0,0,0.015035232,0,0,0,0,0,0,0.001235092,0,0,0,0,0,0,,,0.030025378,low
Article 4,0,0,0,0.013625362,0,0,0,0,0,0,0,0,0,0,0,0.006733743,0,0,0,0,0,0,0,0,0.004449683,0,0.003512609,0.004782719,0.004233462,0,0,0,0,0,,,0.058696739,low
Article 5,0,0,0,0.065781131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011707242,0,0,0,0,0,2.8,,2.877488373,high
Article 6,0,0,0,0,0.149611605,0,0,0,0,0,0.015535867,0,0,0,0,0.004323731,0,0,0.010368813,0.190436722,0.261835712,0,0,0,0.00663351,0,0,0.004277997,0,0,0,0,0.022161253,0,,,0.797255599,medium
Article 7,0,0,0,0.015288315,0,0,0,0,0.042680185,0.034329212,0,0,0,0,0,0,0,0,0,0,0.017420714,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.124848667,low
Article 8,0,0.068260328,0,0.038920545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039735222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014818989,0,,,0.161735083,medium
Article 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007067459,0,0,0,0,0,0,0,0,0,0,0,0.011237018,0,0,0,0,0,0,,,0.043003735,low
Article 10,0,0,0,0,0,0,0,0.025672799,0,0,0,0,0,0,0.016667952,0.034504385,0,0,0,0,0,0,0,0,0,0,0,0.030814348,0.01091334,0,0,0,0,0,,,0.347681265,medium
Article 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030400108,0.011903199,0,0.024302,0,0,0,0,0,0,0,0,0,0.024174855,0,0,0,0,0,0,,,0.24124017,medium
Article 12,0,0,0.008470595,0,0,0,0,0,0.045955824,0,0,0,0,0.037560487,0.015295943,0.019963816,0,0,0,0,0.016030416,0,0,0,0,0,0,0.107083055,0,0,0.038576838,0,0,0,,,0.405982307,medium
Article 13,0,0,0.006332214,0,0.085625502,0,0,0,0,0,0,0,0,0,0,0.064617053,0,0,0,0.131464123,0.069939951,0,0,0,0,0,0,0.008859684,0,0,0,0,0,0,,,0.441377977,medium
Article 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322809,0,0,0,0,0,0,0,0,0,0,0,0.013280424,0.017289085,0,0,0,0,0,,1,1.088652702,high
Article 15,0,0,0,0,0.006283442,0,0,0,0,0,0,0,0,0,0.049160552,0.027963713,0,0.047159031,0,0,0,0,0.034564749,0,0,0,0,0.020716172,0,0,0,0,0.018138194,0,,,0.303903401,medium
Article 16,0.015330042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005027084,0,0,0,0,0,0.075200766,0,0,0,0,0,0.036389127,0,0,0,0,0,0,,,0.677137767,medium
Article 17,0,0,0,0,0.008239687,0,0,0,0,0,0,0,0,0,0,0.006613986,0,0,0,0,0.013220881,0,0,0,0,0,0,0.005258006,0.004220903,0,0,0,0,0.024838793,,,0.081618907,low
Article 18,0,0,0,0.044589406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045522742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.121305692,low
Article 19,0,0,0,0.063728427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027695415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6.091423842,high
Article 20,0,0,0,0,0.005909492,0,0,0,0,0,0,0,0,0.022706713,0,0.009655096,0,0,0.017365538,0,0,0,0,0,0,0,0.052620452,0.009552969,0.089684067,0,0,0,0,0,,1,1.433964125,high
Article 21,0,0,0,0.084340586,0,0,0,0,0,0,0,0,0,0,0,0.005984277,0,0,0.043052993,0,0,0.031148853,0,0,0,0,0,0.005920978,0.030020636,0,0,0,0,0,,,0.248192099,medium
Article 22,0,0,0,0,0.030843583,0,0,0,0,0,0,0,0,0,0,0.0034555,0,0,0,0.060878357,0.046261142,0,0,0,0,0,0,0.003418949,0,0,0,0,0,0,,,0.203577016,medium
Article 23,0,0,0,0,0.0030263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.037103564,low
Article 24,0,0,0,0,0.002011829,0,0,0,0.013929951,0.008668528,0,0,0,0,0,0.004108729,0,0,0,0.007238682,0.010449438,0,0,0,0.003782191,0,0,0.004065269,0.002200563,0,0.002646484,0,0,0,,,0.089536719,low
Article 25,0,0,0,0,0,0,0,0,0.008083059,0,0,0,0,0,0,0.002106833,0,0,0,0,0,0,0,0,0,0,0,0.002084547,0,0,0.006785187,0,0,0.062196124,,,0.087671215,low
Article 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001523866,0,0,0.010963224,0.01342359,0.019377693,0,0,0,0,0,0.00553673,0.001507747,0.006931448,0,0,0,0,0,,,0.111835414,low
Article 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,high
Article 28,0,0,0,0.055005519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.055005519,low
Article 29,0,0,0,0,0.036069727,0,0,0,0,0,0,0,0,0,0,0.01099731,0,0,0,0.096874277,0.084652438,0,0,0,0,0.025450699,0,0.010880985,0,0,0.025188654,0,0.012053483,0,,,0.39013542,medium
Article 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009217216,0,0,0.066311886,0,0,0,0,0,0,0,0.02232622,0.00911972,0.059297359,0,0,0,0,0,,1,1.368488433,high
Article 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028694713,0.029700513,0,0,0,0,0,0,0,0,0,0,0,0.01482214,0,0,0,0,0.032838646,0,,,0.198552436,medium
Article 32,0,0,0,0.03432319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035041636,0,0,0,0,0,0,0,0.017696992,0,0.034372091,0,0,0,0.026137094,0,,2,2.229562464,high
Article 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004435815,0,0,0,0,0,0,0,0,0,0,0,0.004388895,0,0,0,0,0,0.065475187,,,0.180613246,medium
Article 34,0,0,0,0,0.185138348,0,0,0,0,0,0,0,0,0,0,0.017196842,0,0,0,0.208661706,0.28881976,0,0,0,0,0,0,0.005514594,0,0,0,0,0,0,,,0.834877689,medium
Article 35,0,0,0.04462067,0,0.020597251,0,0,0,0.016138808,0,0,0,0,0.039571579,0,0.029299427,0,0,0,0,0,0,0,0,0,0,0,0.020810258,0,0,0.013547449,0,0,0,,,0.348536544,medium
Article 36,0,0,0,0.01770665,0.006151698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.023858348,low
Article 37,0.013737716,0,0,0.063491013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097229991,0,0,0,0,0,0,0,0.016367942,0,0.008427283,0,0,0,0.024174189,0,,,0.254845408,medium
Article 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003011654,0,0,0,0,0,0,0,0,0,0,0,0.002979798,0,0,0,0,0,0,,,0.135025163,low
Article 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005823842,0,0,0,0,0.015587969,0,0,0,0,0,0,0.00576224,0,0,0,0,0.015625867,0,,,0.116415028,low
Article 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 42,0,0,0,0.087608938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044721375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016678542,0,,3,3.149008856,high
Article 43,0,0,0,0,0,0,0,0,0,0,0.101691473,0,0,0,0.01376516,0.049679206,0,0,0,0,0,0,0,0,0,0,0,0.014220678,0,0,0,0,0.192794608,0,,,0.511653926,medium
Article 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004030527,0,0,0,0,0,0,0,0,0,0,0,0.003987894,0,0,0,0,0,0,,,0.02029168,low
Article 45,0,0,0,0.018930211,0.006576792,0,0,0,0,0,0,0.232647481,0,0,0.010291134,0,0,0.014431227,0.038652908,0,0,0,0,0,0,0,0.009760392,0,0.005025286,0,0,0,0.007207673,0,,,0.467861081,medium
Article 46,0,0,0,0,0,0,0,0,0,0,0.024881371,0,0,0,0.056549522,0.062093586,0,0,0,0,0,0.038417277,0,0,0,0,0,0.025559128,0,0,0,0,0,0,,,0.919134893,high
Article 47,0,0,0,0,0.168302123,0,0,0,0.005213144,0,0,0,0,0,0.005205431,0.020287347,0,0,0,0.095756,0.110716869,0,0,0,0,0.03773536,0,0.027525705,0,0,0.004376086,0,0,0,,,0.596707141,medium
Article 48,0,0,0,0.091643707,0,0,0,0,0,0,0,0,0,0,0,0.002600984,0,0,0.018712395,0,0,0,0,0,0,0,0.009450275,0.002573472,0.004865617,0,0.023829571,0,0.006978664,0,,15,15.24550864,high
Article 49,0,0,0,0.132675632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032666707,0,0,0,0,0,0,0,0,0,0,0,0,,,0.165342338,medium
Article 50,0,0,0,0.12960937,0,0,0,0,0,0,0,0,0,0,0,0.009036237,0,0,0.033080582,0,0,0,0,0,0,0,0.050119817,0,0.038118344,0,0,0,0,0,,,0.278053473,medium
Article 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088786011,0,0,0,0,0,0,0,0,0.019209046,0,0,0.035099469,0,0,0,0,0,0,,,0.397231642,medium
Article 52,0,0,0,0,0,0,0,0,0.005189767,0,0,0,0,0,0,0.002705404,0,0,0,0,0,0,0,0,0.006225984,0,0,0.002676787,0,0,0.004356462,0,0,0,,,0.053432278,low
Article 53,0,0,0,0,0.006238009,0,0,0,0,0,0,0,0,0,0,0.007555201,0,0,0,0,0,0.039787265,0,0,0.035181931,0,0,0.002521008,0,0,0,0,0,0,,,0.669733625,medium
Article 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 55,0,0,0,0.044588151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091042922,0,0,0,0,0,0,0,0.022989593,0,0.01183654,0,0,0,0.033953857,0,,4,4.204411063,high
Article 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01770041,0,0.003763186,0,0,0,0,0.007554346,0,0,0,0,0,0,0.009602598,0,0,0,0,0,0,,1,1.115690748,high
Article 57,0.009221719,0,0.035070062,0,0,0,0,0,0,0,0,0,0,0,0,0.020957652,0,0,0,0,0,0,0,0,0.013918442,0,0,0.008976101,0.015170255,0,0,0,0,0,,,0.232908631,medium
Article 58,0.020678985,0,0.007193039,0,0,0,0,0,0,0,0,0,0,0,0.025977942,0.030515082,0,0.036428791,0,0,0,0,0,0,0.01560551,0,0.049276375,0.030192307,0.025370689,0,0,0,0,0,,,0.495929331,medium
Article 59,0,0,0.009603341,0,0.07287332,0,0,0,0,0,0,0,0,0,0,0.004526703,0,0,0,0.026583534,0.026258724,0,0,0,0,0,0,0.004478821,0,0,0,0,0,0,,,0.195045677,medium
Article 60,0,0,0.002837798,0,0,0,0,0.015785735,0.008771653,0.007055357,0,0,0,0,0,0.006688229,0,0,0,0,0.021481883,0,0,0,0,0,0.004860129,0.006617484,0.002502311,0,0,0,0,0,,,0.147534917,medium
Article 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032254271,0.061254377,0,0,0,0,0,0,0,0,0,0,0,0.042090776,0,0,0,0,0,0,,,0.337629428,medium
Article 62,0,0.023074887,0,0,0.009141948,0,0,0,0,0,0,0,0,0,0.007152501,0.01293937,0,0,0,0,0,0,0.125722959,0,0,0,0,0.005541894,0.004999787,0,0,0,0.008185426,0,,,0.350026491,medium
Article 63,0,0,0,0,0.134299105,0,0,0,0,0,0,0,0,0,0,0.021723301,0,0,0,0.127572357,0.182903863,0,0,0,0.011109365,0,0,0.074286389,0,0,0,0,0,0,,,0.70141763,medium
Article 64,0,0,0,0,0.019910735,0,0,0,0,0,0,0,0,0,0.008545473,0.011075667,0,0,0,0.039299353,0.038819176,0,0,0,0,0,0,0.020561019,0,0,0,0,0,0,,,0.313918404,medium
Article 65,0.010929683,0,0.007603626,0,0,0,0,0,0,0,0,0,0,0,0,0.017671037,0,0,0,0,0.028158766,0,0,0,0,0,0,0.003546191,0,0,0,0,0,0,,,0.232000408,medium
Article 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,high
Article 67,0,0,0,0.037544236,0,0,0,0,0.020440622,0,0,0,0,0,0,0.005235094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017158534,0,0,0,3.5,,3.603990787,high
Article 68,0,0,0.0043315,0,0.158278233,0,0,0,0.007833282,0,0,0,0,0,0,0.002041728,0,0,0,0.125897771,0.099767686,0,0,0,0,0.037800821,0,0.002020132,0,0,0.006575515,0,0.008951258,0,,,0.490009699,medium
Article 69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001821891,0,0,0,0,0,0,0,0,0,0,0,0.00180262,0,0,0,0,0,0,,,0.009172306,low
Article 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016139619,0.01670534,0,0,0,0,0,0,0,0,0.019390834,0,0,0.021500753,0,0,0,0,0,0,,,0.215561217,medium
Article 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009927861,0.002591511,0,0,0,0,0,0,0,0,0,0,0,0.002564099,0,0,0,0,0.054008919,0,,,0.146409831,medium
Article 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002077755,0,0,0,0.009313441,0.013444466,0.016509721,0,0,0,0,0,0,0,0,0,0,0,0,,,0.072837135,low
Article 73,0,0,0,0.080870604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041281685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015395732,0,,,0.137548021,low
Article 74,0.041480766,0,0.003607198,0,0,0,0,0,0.011149873,0.008968245,0.01146404,0,0,0,0.006513768,0.040452524,0,0,0,0,0,0,0,0,0.03130369,0,0.030889176,0.025500768,0.015903761,0,0.01557787,0,0.004562093,0,,,0.6292185,medium
Article 75,0,0,0,0.111578556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019176586,0,0.009873356,0,0,0,0,0,27.3,,27.4774368,high
Article 76,0,0.015610756,0,0,0,0,0,0,0,0.009660425,0.022131863,0,0,0,0,0.003789316,0,0,0.009087223,0,0,0,0.017010965,0,0,0,0.004589298,0.003749234,0.00236287,0,0.011572257,0,0.02033412,0,,304,304.2696261,high
Article 77,0,0,0,0.053224414,0.018491389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040530368,0,,,0.112246171,low
Article 78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003812258,0,0.020479769,0,0,0,0,0,0,0,0,0,0.003771934,0,0,0,0,0,0,,,0.119432499,low
Article 79,0,0,0,0,0,0,0,0,0.022686536,0,0,0,0,0.027813145,0,0.002956599,0,0,0,0,0,0,0,0,0,0,0,0.002925325,0,0,0.019043828,0,0,0,,,0.125667069,low
Article 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 81,0,0,0.015033134,0.020245022,0,0,0,0,0,0,0,0,0,0,0,0.051112621,0,0,0,0,0,0,0,0,0.026445956,0,0.03131492,0.035008603,0.023816386,0,0,0,0,0,,,0.500283373,medium
Article 82,0.024537315,0,0,0,0,0,0,0,0.030870639,0,0,0,0,0.025231105,0,0.005364245,0,0,0,0,0,0,0,0,0.012344814,0,0,0.030449153,0,0,0.025913834,0,0,0,,,0.241477619,medium
Article 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013012825,0,0,0,0,0,0,0,0,0,0,0,0.00326136,0.008267898,0,0,0,0.004422028,0,,,0.104428144,low
Article 85,0,0,0,0.121100546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082423599,0,0,0,0,0,0,0,0.020813095,0,0.010715937,0,0,0,0,0,,2,2.32343276,high
Article 86,0,0,0,0,0.053234083,0,0,0,0,0,0,0,0,0,0,0.002954831,0,0,0,0.052057664,0.039558344,0,0,0,0,0,0,0.002923576,0,0,0,0,0,0,,,0.221547046,medium
Article 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 88,0,0,0,0.053120618,0.009227664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027116264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.089464546,low
Article 89,0.007503713,0,0,0,0,0,0,0.014519201,0,0,0,0,0,0,0,0.002460645,0,0,0,0,0,0,0,0,0,0,0,0.002434618,0,0,0,0,0,0,,,0.051571537,low
Article 90,0.043649487,0,0.045549498,0,0,0,0,0,0.041186888,0,0,0,0,0,0,0.010735276,0,0,0,0,0,0,0,0,0,0,0,0.010621723,0,0,0.034573635,0,0,0,,,0.296884727,medium
Article 91,0,0,0.003011558,0,0.089709613,0,0,0,0,0,0,0,0,0,0.092449057,0.007097753,0,0,0,0.025009377,0.030403109,0,0,0,0,0,0,0.007022676,0,0,0,0,0,0,,,0.301366423,medium
Article 92,0,0,0,0,0,0,0,0,0,0,0,0.106453116,0,0,0.018835765,0.012291944,0,0,0,0,0,0,0,0,0,0,0,0.012161925,0.018499074,0,0,0,0,0,,1,1.32729364,high
Article 93,0,0,0,0.037846968,0,0,0,0,0,0,0,0,0,0,0,0.002685383,0,0,0.019319586,0,0,0,0,0,0,0,0,0.002656978,0,0,0,0,0.007205112,0,,295,295.2683768,high
Article 94,0,0,0,0.073888653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113152913,0,0,0,0,0,0,0,0,0,0.01403942,0,0,0,0,0,,2,2.226926241,high
Article 95,0,0,0,0,0.006304117,0,0,0,0,0,0,0,0,0,0,0.010299846,0,0,0,0,0.01033813,0,0,0,0,0,0,0.010190899,0,0,0,0,0,0,,,0.122370048,low
Article 96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011086455,0,0,0,0,0,0,0,0,0,0,0,0.010969188,0,0,0,0,0,0,,,0.124173549,low
Article 97,0,0,0,0,0.018865465,0,0,0,0.006782637,0,0,0,0,0,0.027090405,0.010545753,0,0.009497199,0,0,0,0,0,0,0,0,0,0.018044544,0,0,0.005693569,0,0.007750663,0,,,0.322882846,medium
Article 98,0.018466987,0,0.019270833,0,0,0,0,0,0,0,0,0,0,0.056967417,0,0.024223052,0,0,0,0,0,0,0,0,0.013936214,0,0.01100134,0.033427738,0.005664207,0,0,0,0,0,,,0.396637123,medium
Article 99,0.015750554,0,0.048941689,0,0,0,0,0,0,0,0,0,0,0,0,0.01549494,0,0,0,0,0,0,0,0,0,0,0,0.015331042,0,0,0,0,0,0,,,0.363170232,medium
Article 100,0,0,0,0,0.06150286,0,0.048346726,0,0.036607459,0.050792637,0,0,0,0,0.085544473,0.025024136,0,0,0,0,0,0,0,0,0,0,0,0.019332101,0,0,0,0,0,0,,,0.494959094,medium
Article 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040163822,0,0,0,0,0,0,0,0,0,0,0,0.005762956,0,0,0,0,0,0,,,0.173025254,medium
Article 102,0,0,0.003896545,0,0.175173063,0,0,0,0.007046688,0,0,0,0,0,0,0.009183523,0,0,0,0.113255518,0.104497586,0,0,0,0,0.008501246,0,0.014825344,0,0,0.005915223,0,0.016104802,0,,,0.508459223,medium
Article 103,0.008870971,0,0.018514229,0,0.007121927,0,0,0,0,0,0,0,0,0,0,0.017352769,0,0,0,0,0,0,0,0,0.013389056,0,0.052847047,0.011512927,0.027209104,0,0,0,0,0,,,0.263152878,medium
Article 104,0.019871022,0,0,0,0.069277931,0,0,0,0,0,0,0,0,0,0,0.008978158,0,0,0,0.119672875,0.090938786,0,0,0,0,0.010480107,0,0.00448058,0,0,0,0,0,0,,,0.370242395,medium
Article 105,0,0,0,0,0.122176536,0,0,0,0.016289975,0,0,0,0,0,0.016265873,0.029647749,0,0,0,0.056103239,0.097299809,0,0,0,0,0.058957515,0,0.038473089,0,0,0.013674343,0,0,0,,,0.659296833,medium
Article 106,0,0,0,0,0.053693535,0,0,0,0,0,0,0,0,0,0,0.01128383,0,0,0,0.060056959,0.086302013,0,0,0,0,0.031556191,0,0.020947457,0,0,0,0,0,0,,,0.347645602,medium
Article 107,0,0.016621004,0,0.018953865,0.029632544,0,0,0,0,0,0,0,0,0,0,0.002642889,0,0,0.038701208,0,0,0.021000251,0,0,0,0,0.004886294,0,0.006117165,0,0,0,0,0,,304,304.1438459,high
Article 108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045408758,0,0,0,0,0,0,0,0,0,0.058622551,0,0,0,0.008467448,0,,259,259.1987554,high
Article 109,0.004492687,0.127456336,0,0.020763661,0,0,0,0,0,0,0,0,0,0,0,0.002895244,0,0,0.042396563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007905759,0,,6,6.22623177,high
Article 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005746888,0,0,0,0,0,0,0,0,0,0,0,0.0056861,0,0,0,0,0,0,,,0.109090151,low
Article 111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003430155,0,0,0,0,0,0,0,0,0,0,0,0.003393872,0,0,0,0,0,0,,,0.160800238,medium
Article 112,0,0,0,0,0,0,0,0,0,0.032668873,0.057599082,0,0,0,0.032727301,0.021357356,0.032030792,0,0,0,0,0.0222335,0,0,0,0,0,0.021131448,0,0,0,0,0,0,,,0.462117691,medium
Article 113,0,0,0,0.048173872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049182238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,31.09735611,high
Article 114,0,0,0,0,0.01481644,0,0,0,0,0,0,0,0,0,0.023184249,0.036100657,0,0,0,0,0,0,0,0,0,0,0,0.033406305,0,0,0,0,0,0,,,0.231663243,medium
Article 115,0.009039204,0,0.018865341,0,0,0,0,0,0,0,0,0,0,0,0,0.005928339,0,0,0,0,0,0,0,0,0,0,0.043079409,0.005865632,0.022180087,0,0,0.138835257,0,0,,,0.29121425,medium
Article 116,0,0,0.037348253,0,0,0,0,0,0,0,0,0,0,0,0,0.043705532,0,0,0,0,0,0,0,0,0,0,0,0.026127806,0,0,0,0,0,0,,,0.353041776,medium
Article 117,0,0,0,0.094878273,0,0,0,0,0.010331125,0,0,0,0,0,0,0.005291855,0,0,0.116237095,0,0,0,0,0,0,0,0,0,0,0,0.008672288,0,0.021674929,0,,,0.360603017,medium
Article 118,0.012268303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075598196,0,0.021612254,0,0,0,0,0,0,0.018516686,0,0.014617195,0.027863593,0.007525885,0,0,0,0,0,,,0.398576994,medium
Article 119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035170375,0.015301114,0,0,0,0,0,0,0,0,0,0,0,0.015139265,0.007675934,0,0,0,0.029838176,0,,,0.19240182,medium
Article 120,0,0,0,0.112428204,0,0,0,0,0.040807018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03425476,0,0.014269005,0,,7,7.227976232,high
Article 121,0.006591851,0,0,0.030465274,0,0,0,0,0,0,0,0,0,0,0,0.004248017,0,0,0,0,0,0,0,0,0,0,0,0.006754203,0,0,0.019804263,0,0,0,,,0.07636747,low
Article 122,0,0,0,0,0.01078072,0,0,0.025982918,0,0,0,0,0,0,0,0.013057132,0,0,0,0,0,0,0,0,0,0,0,0.018115924,0,0,0,0,0.033854869,0,,,0.163233409,medium
Article 123,0,0,0,0,0.100125415,0,0,0,0,0,0,0,0,0,0,0.012975875,0,0,0,0.086479894,0.124271841,0,0,0,0,0,0,0.006475654,0,0,0,0,0,0,,,0.58920586,medium
Article 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002927355,0,0,0,0,0,0,0,0,0.013473527,0,0,0.012043192,0,0,0,0,0,0,,,0.057773425,low
Article 125,0,0,0,0.044268833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090390919,0,0,0.065397857,0,0,0,0,0.022824953,0,0.044331904,0,0,0,0.033710697,0,,,0.300925163,medium
Article 126,0,0,0,0.078654092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054435155,0,0,0,0,0,0,0,0,0,0,0.014973764,0,,,0.273086464,medium
Article 127,0,0,0,0.038136553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014520484,0,14,,14.10601564,high
Article 128,0,0,0,0,0,0,0,0,0.007233061,0,0.012711139,0,0,0,0,0.003704951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006071671,0,0,0,,,0.103936456,low
